Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      21/16160450     std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [18]
                0.00    0.00      42/16160450     std::vector<double, std::allocator<double> >::resize(unsigned long) [17]
                0.00    0.00      84/16160450     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [36]
                0.01    0.00 16160303/16160450     CachePerformanceAnalyzer::ParticleSystemSoA::calculateKineticEnergy() [2]
[19]     2.0    0.01    0.00 16160450         std::vector<double, std::allocator<double> >::size() const [19]
-----------------------------------------------
                0.01    0.00 16160000/16160000     CachePerformanceAnalyzer::ParticleSystemAoS::calculateKineticEnergy() [8]
[20]     2.0    0.01    0.00 16160000         __gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > >::operator*() const [20]
-----------------------------------------------
                0.00    0.01 4480000/4480000     double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [7]
[21]     2.0    0.00    0.01 4480000         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [21]
                0.01    0.00    7182/7182        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [25]
-----------------------------------------------
                0.01    0.00 4480000/4480000     double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [7]
[22]     2.0    0.01    0.00 4480000         std::log(long double) [22]
-----------------------------------------------
                0.00    0.00       3/2240027     std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_check_len(unsigned long, char const*) const [49]
                0.00    0.00       3/2240027     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [47]
                0.00    0.00      21/2240027     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [36]
                0.01    0.00 2240000/2240027     double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [7]
[23]     2.0    0.01    0.00 2240027         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [23]
-----------------------------------------------
                0.00    0.00  160000/504064      CachePerformanceAnalyzer::ParticleSystemSoA::setParticle(unsigned long, CachePerformanceAnalyzer::Particle const&) [35]
                0.01    0.00  344064/504064      CachePerformanceAnalyzer::createMatrix(int, int) [33]
[24]     2.0    0.01    0.00  504064         std::vector<int, std::allocator<int> >::operator[](unsigned long) [24]
-----------------------------------------------
                0.01    0.00    7182/7182        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [21]
[25]     2.0    0.01    0.00    7182         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [25]
-----------------------------------------------
                0.00    0.01      21/21          double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [28]
[26]     2.0    0.00    0.01      21         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [26]
                0.00    0.01      21/21          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [30]
                0.00    0.00      21/21          double* std::__addressof<double>(double&) [141]
                0.00    0.00      21/21          void std::_Construct<double>(double*) [140]
-----------------------------------------------
                0.00    0.01      21/21          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [30]
[27]     2.0    0.00    0.01      21         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [27]
                0.00    0.01      21/21          void std::__fill_a<double*, double>(double*, double*, double const&) [31]
-----------------------------------------------
                0.00    0.01      21/21          double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [29]
[28]     2.0    0.00    0.01      21         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [28]
                0.00    0.01      21/21          double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [26]
-----------------------------------------------
                0.00    0.01      21/21          std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [18]
[29]     2.0    0.00    0.01      21         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [29]
                0.00    0.01      21/21          double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [28]
-----------------------------------------------
                0.00    0.01      21/21          double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [26]
[30]     2.0    0.00    0.01      21         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [30]
                0.00    0.01      21/21          double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [27]
                0.00    0.00      21/30          std::__size_to_integer(unsigned long) [125]
-----------------------------------------------
                0.00    0.01      21/21          double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [27]
[31]     2.0    0.00    0.01      21         void std::__fill_a<double*, double>(double*, double*, double const&) [31]
                0.01    0.00      21/21          __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [32]
-----------------------------------------------
                0.01    0.00      21/21          void std::__fill_a<double*, double>(double*, double*, double const&) [31]
[32]     2.0    0.01    0.00      21         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [32]
-----------------------------------------------
                0.00    0.01       3/3           main [1]
[33]     1.4    0.00    0.01       3         CachePerformanceAnalyzer::createMatrix(int, int) [33]
                0.01    0.00  344064/504064      std::vector<int, std::allocator<int> >::operator[](unsigned long) [24]
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [41]
                0.00    0.00  344064/344064      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [65]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [221]
                0.00    0.00       3/903         std::vector<int, std::allocator<int> >::~vector() [94]
                0.00    0.00       3/1807        std::__new_allocator<int>::~__new_allocator() [77]
                0.00    0.00       3/12          std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [152]
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [218]
                0.00    0.00       3/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [166]
-----------------------------------------------
                0.00    0.00       3/69683140     std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [46]
                0.00    0.00       6/69683140     std::vector<int, std::allocator<int> >::resize(unsigned long) [45]
                0.00    0.00      12/69683140     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [47]
                0.00    0.00     896/69683140     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [37]
                0.00    0.00 34840960/69683140     CachePerformanceAnalyzer::matrixSumRowMajor(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [9]
                0.00    0.00 34841263/69683140     CachePerformanceAnalyzer::matrixSumColumnMajor(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [6]
[34]     1.0    0.01    0.00 69683140         std::vector<int, std::allocator<int> >::size() const [34]
-----------------------------------------------
                0.00    0.00  160000/160000      CachePerformanceAnalyzer::initializeParticles(CachePerformanceAnalyzer::ParticleSystemSoA&, unsigned long) [10]
[35]     0.7    0.00    0.00  160000         CachePerformanceAnalyzer::ParticleSystemSoA::setParticle(unsigned long, CachePerformanceAnalyzer::Particle const&) [35]
                0.00    0.00  160000/504064      std::vector<int, std::allocator<int> >::operator[](unsigned long) [24]
                0.00    0.00 1120000/114240000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [14]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [18]
[36]     0.0    0.00    0.00      21         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [36]
                0.00    0.00      21/2240027     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [23]
                0.00    0.00      84/16160450     std::vector<double, std::allocator<double> >::size() const [19]
                0.00    0.00      42/84          std::vector<double, std::allocator<double> >::max_size() const [120]
-----------------------------------------------
                0.00    0.00     896/896         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [38]
[37]     0.0    0.00    0.00     896         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [37]
                0.00    0.00     896/69683140     std::vector<int, std::allocator<int> >::size() const [34]
                0.00    0.00     896/908         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [84]
                0.00    0.00     896/899         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [98]
                0.00    0.00     896/1807        std::__new_allocator<int>::~__new_allocator() [77]
                0.00    0.00     896/1810        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [76]
                0.00    0.00     896/897         std::vector<int, std::allocator<int> >::end() const [99]
                0.00    0.00     896/897         std::vector<int, std::allocator<int> >::begin() const [100]
                0.00    0.00     896/896         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [108]
-----------------------------------------------
                0.00    0.00     896/896         std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [42]
[38]     0.0    0.00    0.00     896         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [38]
                0.00    0.00     896/896         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [37]
                0.00    0.00     896/926         operator new(unsigned long, void*) [83]
                0.00    0.00     896/896         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [110]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [43]
[39]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [39]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [42]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [41]
[40]     0.0    0.00    0.00       3         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [40]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [44]
                0.00    0.00       3/9           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [155]
-----------------------------------------------
                0.00    0.00       3/3           CachePerformanceAnalyzer::createMatrix(int, int) [33]
[41]     0.0    0.00    0.00       3         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [41]
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [40]
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [217]
                0.00    0.00       3/3           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [202]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [39]
[42]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [42]
                0.00    0.00     896/896         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [38]
                0.00    0.00     896/1792        std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [80]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [44]
[43]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [43]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [39]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [40]
[44]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [44]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [43]
-----------------------------------------------
                0.00    0.00       3/3           CachePerformanceAnalyzer::ParticleSystemSoA::resize(unsigned long) [16]
[45]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::resize(unsigned long) [45]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [46]
                0.00    0.00       6/69683140     std::vector<int, std::allocator<int> >::size() const [34]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::resize(unsigned long) [45]
[46]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [46]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [47]
                0.00    0.00       3/69683140     std::vector<int, std::allocator<int> >::size() const [34]
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::max_size() const [151]
                0.00    0.00       6/1810        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [76]
                0.00    0.00       3/903         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [88]
                0.00    0.00       3/6           int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [171]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [219]
                0.00    0.00       3/906         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [85]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [46]
[47]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [47]
                0.00    0.00       3/2240027     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [23]
                0.00    0.00      12/69683140     std::vector<int, std::allocator<int> >::size() const [34]
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::max_size() const [151]
-----------------------------------------------
                0.00    0.00       3/3           CachePerformanceAnalyzer::initializeParticles(CachePerformanceAnalyzer::ParticleSystemAoS&, unsigned long) [11]
[48]     0.0    0.00    0.00       3         CachePerformanceAnalyzer::ParticleSystemAoS::resize(unsigned long) [48]
                0.00    0.00       3/3           std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::resize(unsigned long) [51]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_default_append(unsigned long) [50]
[49]     0.0    0.00    0.00       3         std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_check_len(unsigned long, char const*) const [49]
                0.00    0.00       3/2240027     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [23]
                0.00    0.00      12/21          std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::size() const [126]
                0.00    0.00       6/12          std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::max_size() const [150]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::resize(unsigned long) [51]
[50]     0.0    0.00    0.00       3         std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_default_append(unsigned long) [50]
                0.00    0.00       3/3           std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_check_len(unsigned long, char const*) const [49]
                0.00    0.00       6/12          std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::max_size() const [150]
                0.00    0.00       6/9           std::_Vector_base<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_get_Tp_allocator() [154]
                0.00    0.00       3/21          std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::size() const [126]
                0.00    0.00       3/3           std::_Vector_base<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_allocate(unsigned long) [189]
                0.00    0.00       3/3           CachePerformanceAnalyzer::Particle* std::__uninitialized_default_n_a<CachePerformanceAnalyzer::Particle*, unsigned long, CachePerformanceAnalyzer::Particle>(CachePerformanceAnalyzer::Particle*, unsigned long, std::allocator<CachePerformanceAnalyzer::Particle>&) [231]
                0.00    0.00       3/3           std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_S_relocate(CachePerformanceAnalyzer::Particle*, CachePerformanceAnalyzer::Particle*, CachePerformanceAnalyzer::Particle*, std::allocator<CachePerformanceAnalyzer::Particle>&) [213]
                0.00    0.00       3/6           std::_Vector_base<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_deallocate(CachePerformanceAnalyzer::Particle*, unsigned long) [159]
-----------------------------------------------
                0.00    0.00       3/3           CachePerformanceAnalyzer::ParticleSystemAoS::resize(unsigned long) [48]
[51]     0.0    0.00    0.00       3         std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::resize(unsigned long) [51]
                0.00    0.00       3/3           std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::_M_default_append(unsigned long) [50]
                0.00    0.00       6/21          std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> >::size() const [126]
-----------------------------------------------
                0.00    0.00 32320606/32320606     bool __gnu_cxx::operator!=<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > >(__gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > > const&, __gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > > const&) [59]
[58]     0.0    0.00    0.00 32320606         __gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > >::base() const [58]
-----------------------------------------------
                0.00    0.00 16160303/16160303     CachePerformanceAnalyzer::ParticleSystemAoS::calculateKineticEnergy() [8]
[59]     0.0    0.00    0.00 16160303         bool __gnu_cxx::operator!=<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > >(__gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > > const&, __gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > > const&) [59]
                0.00    0.00 32320606/32320606     __gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > >::base() const [58]
-----------------------------------------------
                0.00    0.00 16160000/16160000     CachePerformanceAnalyzer::ParticleSystemAoS::calculateKineticEnergy() [8]
[60]     0.0    0.00    0.00 16160000         __gnu_cxx::__normal_iterator<CachePerformanceAnalyzer::Particle*, std::vector<CachePerformanceAnalyzer::Particle, std::allocator<CachePerformanceAnalyzer::Particle> > >::operator++() [60]
-----------------------------------------------
                0.00    0.00 4480000/4480000     double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [4]
[61]     0.0    0.00    0.00 4480000         std::uniform_real_distribution<double>::param_type::a() const [61]
-----------------------------------------------
                0.00    0.00 4480000/4480000     double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [7]
[62]     0.0    0.00    0.00 4480000         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [62]
-----------------------------------------------
                0.00    0.00 2240000/2240000     double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [4]
[63]     0.0    0.00    0.00 2240000         std::uniform_real_distribution<double>::param_type::b() const [63]
-----------------------------------------------
